,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfVaporization Value (kJ / mol),EnthalpyOfVaporization Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source
53,ac63257c61b546909698fd2be335c2ff,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8622,,c1ccncc1,Solvent,0.13780000000000003,,,,,,,,,,,,0.9939690000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
54,6690fcafa2c3480aa60a7dd642e287a1,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.9621,,c1ccncc1,Solvent,0.037900000000000045,,,,,,,,,,,,0.9942450000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
55,01045f403a044681af13f3f749e225a4,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.0652,,c1ccncc1,Solvent,0.9348,,,,,,,,,,,,0.9759040000000002,0.00011900000000000002,,,10.1016/j.jct.2010.12.028
56,0d6fcf2b71284ef29dfde81c3ab5cd85,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1138,,c1ccncc1,Solvent,0.8862,,,,,,,,,,,,0.9777140000000003,0.00011950000000000002,,,10.1016/j.jct.2010.12.028
57,da5dd4642d6d4ba0b14575cb11975136,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1277,,c1ccncc1,Solvent,0.8723,,,,,,,,,,,,0.9788890000000002,0.00012500000000000003,,,10.1016/j.jct.2010.12.028
58,a86061c1fd034fe9b161419b28257139,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1853,,c1ccncc1,Solvent,0.8147,,,,,,,,,,,,0.9801110000000002,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
59,4f1cb082b75448feb5ccc9aa90ab5a47,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2374,,c1ccncc1,Solvent,0.7626,,,,,,,,,,,,0.9816500000000002,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
60,61fea5cafcf84ed8a3bcb6db9ecb9313,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2686,,c1ccncc1,Solvent,0.7314,,,,,,,,,,,,0.9824850000000003,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
61,51c91b1b426542b6bc40ae9c1a7dc09f,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3005,,c1ccncc1,Solvent,0.6995,,,,,,,,,,,,0.9832890000000002,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
62,f581ca636328422aa0311083322385be,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3526,,c1ccncc1,Solvent,0.6474,,,,,,,,,,,,0.9844610000000003,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
63,18ef283ee17f441893996d719a058aed,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4104,,c1ccncc1,Solvent,0.5896,,,,,,,,,,,,0.9855920000000002,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
64,42edcca83ab946888b8b212aa5321961,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4837,,c1ccncc1,Solvent,0.5163,,,,,,,,,,,,0.9867890000000002,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
65,ac6ecf48ae2d4936887c95898ce5cf15,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5238,,c1ccncc1,Solvent,0.47619999999999996,,,,,,,,,,,,0.9873350000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
66,fa3777b6ca284f1fb6b4637eb1fe20aa,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5641,,c1ccncc1,Solvent,0.43589999999999995,,,,,,,,,,,,0.9878030000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
67,0b6379a2d15645738e97209201573893,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6231,,c1ccncc1,Solvent,0.3769,,,,,,,,,,,,0.9883860000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
68,e375d9ebb7344ec2897b9f08f1715bd6,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6974,,c1ccncc1,Solvent,0.3026,,,,,,,,,,,,0.9889550000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
69,4d7dd1539b1f46d48b508c2fd1d2d169,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7678,,c1ccncc1,Solvent,0.23219999999999996,,,,,,,,,,,,0.9893620000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
70,89196fd79a774de0afe9e2f93f76ef6f,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8236,,c1ccncc1,Solvent,0.1764,,,,,,,,,,,,0.9896130000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
71,dcca7bb066d34a369b0a253fb1b9a996,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8622,,c1ccncc1,Solvent,0.13780000000000003,,,,,,,,,,,,0.9897560000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
72,4f10c8bea4384c3b87287db974e9f10f,303.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.9621,,c1ccncc1,Solvent,0.037900000000000045,,,,,,,,,,,,0.9900970000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
73,4d4aaf1e70814fd99bb125bcb7ce978b,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.0652,,c1ccncc1,Solvent,0.9348,,,,,,,,,,,,0.9708970000000002,0.00011900000000000002,,,10.1016/j.jct.2010.12.028
74,7cd70312c1af444cb474017e04d81318,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1138,,c1ccncc1,Solvent,0.8862,,,,,,,,,,,,0.9727670000000003,0.00011900000000000002,,,10.1016/j.jct.2010.12.028
75,ae4abcd224014113b9abaeabb6558780,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1477,,c1ccncc1,Solvent,0.8523000000000001,,,,,,,,,,,,0.9739910000000002,0.00011900000000000002,,,10.1016/j.jct.2010.12.028
76,c56a6f9fc0304b339148d7710aff3bbd,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1853,,c1ccncc1,Solvent,0.8147,,,,,,,,,,,,0.9752530000000003,0.00011850000000000002,,,10.1016/j.jct.2010.12.028
77,89238dcb1ff7491cafd8b72b6455510f,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2374,,c1ccncc1,Solvent,0.7626,,,,,,,,,,,,0.9768580000000002,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
78,3774399eff23485cbbd115131da0f138,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2686,,c1ccncc1,Solvent,0.7314,,,,,,,,,,,,0.9777480000000003,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
79,0e82c6a5d17f465c826656099f800279,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3005,,c1ccncc1,Solvent,0.6995,,,,,,,,,,,,0.9785870000000002,0.00011800000000000002,,,10.1016/j.jct.2010.12.028
80,96b79105cd4f4487b247bee99f01b322,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3526,,c1ccncc1,Solvent,0.6474,,,,,,,,,,,,0.9798350000000002,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
81,5f04fb29cdc3404db0a3d68fe04514d5,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4104,,c1ccncc1,Solvent,0.5896,,,,,,,,,,,,0.9810510000000002,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
82,94778ecff42d45459be24a40ce6cb0f2,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4837,,c1ccncc1,Solvent,0.5163,,,,,,,,,,,,0.9823220000000003,0.00011750000000000002,,,10.1016/j.jct.2010.12.028
83,ffc6fed7d1864d88ad6dbadd4a71ce34,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5238,,c1ccncc1,Solvent,0.47619999999999996,,,,,,,,,,,,0.9829170000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
84,d6c2129131a34fc38d63db2a01c40b50,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5641,,c1ccncc1,Solvent,0.43589999999999995,,,,,,,,,,,,0.9834340000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
85,b73bc83d2c1d4f0d8ee2783093f0ceba,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6231,,c1ccncc1,Solvent,0.3769,,,,,,,,,,,,0.9840670000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
86,f7843dbc28114c61aeed83ed8777d49d,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6974,,c1ccncc1,Solvent,0.3026,,,,,,,,,,,,0.9846980000000002,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
87,50a460e25ce648e18584448345c65c83,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7678,,c1ccncc1,Solvent,0.23219999999999996,,,,,,,,,,,,0.9851420000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
88,ed657912402f46dc9ddddfd4b3c50a5a,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8236,,c1ccncc1,Solvent,0.1764,,,,,,,,,,,,0.9854160000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
89,7ed58b4b01fa4b35a675b0366512ee60,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8622,,c1ccncc1,Solvent,0.13780000000000003,,,,,,,,,,,,0.9855730000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
90,548ac8b2f9c545e39fbd51ff3b9afe37,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.9621,,c1ccncc1,Solvent,0.037900000000000045,,,,,,,,,,,,0.9859330000000003,0.00011700000000000004,,,10.1016/j.jct.2010.12.028
91,8030dc9f5a6d4f5ca915e2861df959e2,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.0652,,c1ccncc1,Solvent,0.9348,,,,,,,,,,,,,,-0.10139999999999998,0.00405,10.1016/j.jct.2010.12.028
92,0725d1ce0bc44209910f066b1ce2ef7e,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1138,,c1ccncc1,Solvent,0.8862,,,,,,,,,,,,,,-0.16699999999999998,0.0040999999999999995,10.1016/j.jct.2010.12.028
93,7d230e574e704e5f963928121396d46d,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1477,,c1ccncc1,Solvent,0.8523000000000001,,,,,,,,,,,,,,-0.20709999999999998,0.004149999999999999,10.1016/j.jct.2010.12.028
94,35dafc13426442dea5ffc414fc7dd502,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.1853,,c1ccncc1,Solvent,0.8147,,,,,,,,,,,,,,-0.24689999999999998,0.0042,10.1016/j.jct.2010.12.028
95,b4e5286eb88441478c0a6bc348368f7d,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2374,,c1ccncc1,Solvent,0.7626,,,,,,,,,,,,,,-0.29439999999999994,0.0042499999999999994,10.1016/j.jct.2010.12.028
96,1e32b30ff7c64651b53f3e63709872e2,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2686,,c1ccncc1,Solvent,0.7314,,,,,,,,,,,,,,-0.31689999999999996,0.0042499999999999994,10.1016/j.jct.2010.12.028
97,799eb00b8bad4d76843aa535085ef7b2,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3005,,c1ccncc1,Solvent,0.6995,,,,,,,,,,,,,,-0.33709999999999996,0.0042499999999999994,10.1016/j.jct.2010.12.028
98,c41df5f422584ba39840e07d9a65e68a,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.3526,,c1ccncc1,Solvent,0.6474,,,,,,,,,,,,,,-0.3611,0.004299999999999999,10.1016/j.jct.2010.12.028
99,2c52051cd2e24e03985c20423768c526,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4104,,c1ccncc1,Solvent,0.5896,,,,,,,,,,,,,,-0.37479999999999997,0.004299999999999999,10.1016/j.jct.2010.12.028
100,8910050f64d241c0b1ff04fcc802d8ad,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4837,,c1ccncc1,Solvent,0.5163,,,,,,,,,,,,,,-0.37589999999999996,0.004299999999999999,10.1016/j.jct.2010.12.028
101,31da8cb27716416c885c6d1cb9ba98ac,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5238,,c1ccncc1,Solvent,0.47619999999999996,,,,,,,,,,,,,,-0.3692,0.004299999999999999,10.1016/j.jct.2010.12.028
102,fde59a7ee5ce401c923ab688b00b49aa,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5641,,c1ccncc1,Solvent,0.43589999999999995,,,,,,,,,,,,,,-0.35589999999999994,0.004299999999999999,10.1016/j.jct.2010.12.028
103,7ae391532f89492d8547858a9c1190d8,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6231,,c1ccncc1,Solvent,0.3769,,,,,,,,,,,,,,-0.32889999999999997,0.0042499999999999994,10.1016/j.jct.2010.12.028
104,e924043801384176a3cb4e2a8376744c,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.6974,,c1ccncc1,Solvent,0.3026,,,,,,,,,,,,,,-0.2815,0.0042,10.1016/j.jct.2010.12.028
105,95a6fe2fe10d43cc9924ec2cc7ea7be6,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7678,,c1ccncc1,Solvent,0.23219999999999996,,,,,,,,,,,,,,-0.22579999999999997,0.004149999999999999,10.1016/j.jct.2010.12.028
106,66d3d700e2754853997bf0c65b7af36d,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.8236,,c1ccncc1,Solvent,0.1764,,,,,,,,,,,,,,-0.1749,0.0040999999999999995,10.1016/j.jct.2010.12.028
