Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,SolvationFreeEnergy Value (kJ / mol),SolvationFreeEnergy Uncertainty (kJ / mol),Source
1aadc368190047518078ff0a9f39c596,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CCC(=O)O,Solute,,1,-28.6604,0.8368000000000001,10.13020/3eks-j059
079ad9f3ef6d4c3f9ccf3d1f816b6a85,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CCCC(=O)O,Solute,,1,-31.128960000000003,0.8368000000000001,10.13020/3eks-j059
e96752d684c14270984bd36315a05839,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CN(C)C,Solute,,1,-11.966239999999999,0.8368000000000001,10.13020/3eks-j059
b0d2d8a83b2d4ad9a50bb01a01afc676,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CCNCC,Solute,,1,-15.18792,0.8368000000000001,10.13020/3eks-j059
22ffb821df81407e84ae2ae91ab27d5c,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,c1ccncc1,Solute,,1,-22.300720000000002,0.8368000000000001,10.13020/3eks-j059
ccf554d6ea7a4ab1b0b7120e3344de69,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,Nc1ccccc1,Solute,,1,-31.54736,0.8368000000000001,10.13020/3eks-j059
17da06dd46eb4572bfe8011c552d144f,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,N,Solute,,1,-10.54368,0.8368000000000001,10.13020/3eks-j059
2375ec5bc1e54b92ac318554d92796ee,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CN,Solute,,1,-17.321759999999998,0.8368000000000001,10.13020/3eks-j059
7f8a99ae78f24af6aab6713fe6e75ce0,298.0,101.325,Liquid,2,CC(=O)CC(C)C,Solvent,1.0,,CC(=O)CC(C)C,Solute,,1,-21.882320000000004,0.8368000000000001,10.13020/3eks-j059
4db94ae14e12403baf52e84a130601c8,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,CCCCCCCC,Solute,,1,-16.44312,0.8368000000000001,10.13020/3eks-j059
afd86f169a9f4c1a8d31658bf6dddf8d,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,Cc1ccccc1,Solute,,1,-18.95352,0.8368000000000001,10.13020/3eks-j059
de1653d5d95e4a7fa42f1679617f6959,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,CCO,Solute,,1,-21.966,0.8368000000000001,10.13020/3eks-j059
397b740a2b334fa1bdc9720432a0fda2,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,C1COCCO1,Solute,,1,-24.2672,0.8368000000000001,10.13020/3eks-j059
39f21ecf84ae448586b67f8a4a929c90,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,CCC(C)=O,Solute,,1,-20.0832,0.8368000000000001,10.13020/3eks-j059
56ce071ca28142bca125bd3db5724eb8,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,CC(=O)O,Solute,,1,-22.1752,0.8368000000000001,10.13020/3eks-j059
68b3c152341647d9971bc99605f59e35,298.0,101.325,Liquid,2,CC(=O)O,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-20.41792,0.8368000000000001,10.13020/3eks-j059
42da9bc02a9f4671b99fc671b091c3fa,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,CCCCCCCC,Solute,,1,-14.93688,0.8368000000000001,10.13020/3eks-j059
7d17d8b9c3644ff7b3e570b098ac22c9,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,Cc1ccccc1,Solute,,1,-19.58112,0.8368000000000001,10.13020/3eks-j059
936c49f5ccd84a9c8439678d24c25c38,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,CCO,Solute,,1,-18.53512,0.8368000000000001,10.13020/3eks-j059
7388c567587f45e38f483f0256ad2805,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,C1COCCO1,Solute,,1,-22.300720000000002,0.8368000000000001,10.13020/3eks-j059
48af02c8721c4e9d9e9fd17ebd3cdde5,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,CCC(C)=O,Solute,,1,-19.79032,0.8368000000000001,10.13020/3eks-j059
a41b56ec8fc94ad6b15f4a52864ed436,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,CC#N,Solute,,1,-20.2924,0.8368000000000001,10.13020/3eks-j059
2c521f161c8e40bebf6cf2c5c7287d37,298.0,101.325,Liquid,2,CC#N,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-23.51408,0.8368000000000001,10.13020/3eks-j059
1e69e7696ddc4a2d8eef6631cc65fce3,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,CCCCCCCC,Solute,,1,-17.740160000000003,0.8368000000000001,10.13020/3eks-j059
5d38c6dc319c46e0863ac84ed24a0466,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,Cc1ccccc1,Solute,,1,-20.501600000000003,0.8368000000000001,10.13020/3eks-j059
dea76ceb2ee742bfa12e77666cafee37,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,CCO,Solute,,1,-17.23808,0.8368000000000001,10.13020/3eks-j059
07d3ff35fef24a4ebc2d4847677cb0b1,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,C1COCCO1,Solute,,1,-21.045520000000003,0.8368000000000001,10.13020/3eks-j059
55b9f6bc32e34ea58bc2234ff03c1967,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,CCC(C)=O,Solute,,1,-18.36776,0.8368000000000001,10.13020/3eks-j059
cfe33c11226d47fda899684d9e334e8d,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,CC(=O)c1ccccc1,Solute,,1,-31.75656,0.8368000000000001,10.13020/3eks-j059
9f7fcdcbf2e1415fb7acd7ca79b5fd3a,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,CC(=O)O,Solute,,1,-25.940800000000003,0.8368000000000001,10.13020/3eks-j059
671c8482d6bb418b89773f601652d0af,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-20.58528,0.8368000000000001,10.13020/3eks-j059
2056337b1deb42cca913827192f9950f,298.0,101.325,Liquid,2,CC(=O)c1ccccc1,Solvent,1.0,,OO,Solute,,1,-30.5432,0.8368000000000001,10.13020/3eks-j059
367c76e9ea964eeebb6bcf5a8bcdc6c7,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,CCCCCCCC,Solute,,1,-14.56032,0.8368000000000001,10.13020/3eks-j059
a635e9f27441415ba24fea90722f049c,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,Cc1ccccc1,Solute,,1,-19.120880000000003,0.8368000000000001,10.13020/3eks-j059
9f26b287ee2e4dec955d37007916ea84,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,CCO,Solute,,1,-18.6188,0.8368000000000001,10.13020/3eks-j059
b516b2a403df4e6da57eaf46bcf5222e,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,C1COCCO1,Solute,,1,-23.6396,0.8368000000000001,10.13020/3eks-j059
cb4f927976324f038fb7669527d8aa88,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,CCC(C)=O,Solute,,1,-20.37608,0.8368000000000001,10.13020/3eks-j059
c0df10c74834475d8af7396d17a0b6e4,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,CC(=O)O,Solute,,1,-26.3592,0.8368000000000001,10.13020/3eks-j059
a59f544f7927480d9e5f25a9a985badc,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,CCC(=O)O,Solute,,1,-25.940800000000003,0.8368000000000001,10.13020/3eks-j059
c4afcf516b6948a684ffa04e1304db42,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,Nc1ccccc1,Solute,,1,-31.84024,0.8368000000000001,10.13020/3eks-j059
d248cb5325ab4f60a905deb401c1ef89,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-21.38024,0.8368000000000001,10.13020/3eks-j059
6fc2603f745b408a85e02b99087d79b0,298.0,101.325,Liquid,2,Nc1ccccc1,Solvent,1.0,,OO,Solute,,1,-32.6352,0.8368000000000001,10.13020/3eks-j059
a932a34a46394e71a6168789e0fa0a4a,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,CCCCCCCC,Solute,,1,-19.330080000000002,0.8368000000000001,10.13020/3eks-j059
4d9559d38290420993601ec1fd53535d,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,Cc1ccccc1,Solute,,1,-20.710800000000003,0.8368000000000001,10.13020/3eks-j059
f9154e89c8f44e0fb315a5290c8f727c,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,CCO,Solute,,1,-15.02056,0.8368000000000001,10.13020/3eks-j059
e752c045fd1a4de0b7b12290affc4c6e,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,C1COCCO1,Solute,,1,-21.171039999999998,0.8368000000000001,10.13020/3eks-j059
2d628a4b576048d19e01191a37f2028b,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,COc1ccccc1,Solute,,1,-26.484720000000003,0.8368000000000001,10.13020/3eks-j059
628fac0e2da8464ea9d25b3cceeb5a2a,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,CCC(C)=O,Solute,,1,-18.53512,0.8368000000000001,10.13020/3eks-j059
2db08661da7d4924970a44fe7f1915ae,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,CCCCN,Solute,,1,-18.576960000000003,0.8368000000000001,10.13020/3eks-j059
1bc3d1d115454c289c16dc06af998378,298.0,101.325,Liquid,2,COc1ccccc1,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-19.622960000000003,0.8368000000000001,10.13020/3eks-j059
b31bc10509ed4f3c9e1ad4d300c8f6b4,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCC,Solute,,1,-12.51016,0.8368000000000001,10.13020/3eks-j059
a795680e559e4b5193e80a7182870a3c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCC,Solute,,1,-15.146080000000001,0.8368000000000001,10.13020/3eks-j059
3371a576823e44939543b73ab16237cc,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCCCC,Solute,,1,-22.3844,0.8368000000000001,10.13020/3eks-j059
abc49dc6ddaf4fa9a5a21ecca9f722db,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,C1CCCCC1,Solute,,1,-16.9452,0.8368000000000001,10.13020/3eks-j059
8f3b8ee3733048cc8fe34d279903f52a,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,c1ccccc1,Solute,,1,-19.0372,0.8368000000000001,10.13020/3eks-j059
19cc14f5ec2a4985bc44d620d4b8a231,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccccc1,Solute,,1,-22.25888,0.8368000000000001,10.13020/3eks-j059
c9c8b1573d5f4e6e8e0ebc564afe7bc6,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CO,Solute,,1,-10.79472,0.8368000000000001,10.13020/3eks-j059
da1e7266b1b949fab3a42994d0a31db2,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCO,Solute,,1,-14.309280000000001,0.8368000000000001,10.13020/3eks-j059
28726314eada465e8e012783dbe9396f,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCO,Solute,,1,-16.19208,0.8368000000000001,10.13020/3eks-j059
1cb5d44e97a248e99b0296e2a5619ded,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CC(C)O,Solute,,1,-14.56032,0.8368000000000001,10.13020/3eks-j059
326e32fc4bd54c2e851994303ae09e41,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCO,Solute,,1,-18.6188,0.8368000000000001,10.13020/3eks-j059
03eef706d59e46f388c03fe925a122b3,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CC(C)(C)O,Solute,,1,-15.480800000000002,0.8368000000000001,10.13020/3eks-j059
f0302e91d6804e33b8007127020e45e0,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCO,Solute,,1,-21.3384,0.8368000000000001,10.13020/3eks-j059
582eb66be0ac4a9cac8b7d63c6dd2a9b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Oc1ccccc1,Solute,,1,-29.790080000000003,0.8368000000000001,10.13020/3eks-j059
846017e7a18242f991290d2e20885aa8,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCCO,Solute,,1,-25.64792,0.8368000000000001,10.13020/3eks-j059
b78c6498a06344699627684c2d680f56,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccccc1O,Solute,,1,-31.128960000000003,0.8368000000000001,10.13020/3eks-j059
9ecc399077d042c7a8c23c8c43f9d23b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1cccc(O)c1,Solute,,1,-27.865440000000003,0.8368000000000001,10.13020/3eks-j059
f8df48c9aba14702a22d1414a964f70c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccc(O)cc1,Solute,,1,-30.752399999999998,0.8368000000000001,10.13020/3eks-j059
7627111dbdf44fadb1ed08ea52cc6335,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCCCO,Solute,,1,-28.6604,0.8368000000000001,10.13020/3eks-j059
8bd543bcd13f4e62bb97c855598d1bdc,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,C1COCCO1,Solute,,1,-21.798640000000002,0.8368000000000001,10.13020/3eks-j059
8c8f1e8dd52444d1b6352e4b1898359f,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CC(C)=O,Solute,,1,-15.85736,0.8368000000000001,10.13020/3eks-j059
67dbe52578c14daa8ad8f66200f69002,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCC(C)=O,Solute,,1,-18.66064,0.8368000000000001,10.13020/3eks-j059
2cbc57bc3b4c4d859aacc0cce1a130b7,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCC(C)=O,Solute,,1,-21.50576,0.8368000000000001,10.13020/3eks-j059
c7c5b47c30a642ee8aab0d4eb7a60d5c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCC(C)=O,Solute,,1,-24.09984,0.8368000000000001,10.13020/3eks-j059
b815cd903c0343458bdefd493dcfbe01,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCC(C)=O,Solute,,1,-26.61024,0.8368000000000001,10.13020/3eks-j059
23890d1c3b55459cba1c09c8a67096af,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CC(=O)O,Solute,,1,-16.819679999999998,0.8368000000000001,10.13020/3eks-j059
28233c701c674a108c69deb354a81850,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCC(=O)O,Solute,,1,-19.874000000000002,0.8368000000000001,10.13020/3eks-j059
50ee8939b53d4e65aae84ed6fe29e62e,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCC(=O)O,Solute,,1,-22.1752,0.8368000000000001,10.13020/3eks-j059
f03c6428070747afb149f253b72db48b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCC(=O)O,Solute,,1,-25.14584,0.8368000000000001,10.13020/3eks-j059
dabfcc091e6e40059eee1f4029521301,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCC(=O)O,Solute,,1,-29.036960000000004,0.8368000000000001,10.13020/3eks-j059
918edcb6afb842eea7b85faa6f2d516d,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,COC(C)=O,Solute,,1,-16.90336,0.8368000000000001,10.13020/3eks-j059
30556622c971443696706b99d8180ad7,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCC(=O)OC,Solute,,1,-19.16272,0.8368000000000001,10.13020/3eks-j059
16084cb5c5d44c76ba7764ea3a71a1c8,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCOC(C)=O,Solute,,1,-18.95352,0.8368000000000001,10.13020/3eks-j059
07f445ff8b274228acedcbf68eee2ed2,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCOC(C)=O,Solute,,1,-21.798640000000002,0.8368000000000001,10.13020/3eks-j059
0c11c463dabc458da27e60e6b8a37ca6,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCC(=O)OC,Solute,,1,-24.39272,0.8368000000000001,10.13020/3eks-j059
66386796fde743a49e65245872180009,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCOC(C)=O,Solute,,1,-24.18352,0.8368000000000001,10.13020/3eks-j059
5a3328d6c19741e6b74506ea3e3d2834,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCC(=O)OC,Solute,,1,-27.07048,0.8368000000000001,10.13020/3eks-j059
3c7579848e1549139412304360741437,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCOC(C)=O,Solute,,1,-27.321520000000003,0.8368000000000001,10.13020/3eks-j059
5f77b78c5f7c445ba7795dde9ff45255,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCN,Solute,,1,-11.422320000000001,0.8368000000000001,10.13020/3eks-j059
f9dc7ca9fd924db8b732b2ccdbea6879,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CNC,Solute,,1,-12.59384,0.8368000000000001,10.13020/3eks-j059
128e5ea9c17b46d9af9e8940c44cbd06,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCN,Solute,,1,-15.397120000000001,0.8368000000000001,10.13020/3eks-j059
3d4e5849768e4a5cb12ac9daec8d5757,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CN(C)C,Solute,,1,-11.7152,0.8368000000000001,10.13020/3eks-j059
b84a923a680a4e779250338f29c53a1b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCNCC,Solute,,1,-16.819679999999998,0.8368000000000001,10.13020/3eks-j059
2a6f9496f29242699e0a02dcb89486b3,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCNCCC,Solute,,1,-21.29656,0.8368000000000001,10.13020/3eks-j059
6b4801ef493f46d5a185936d7c9dda44,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,c1ccncc1,Solute,,1,-22.091520000000003,0.8368000000000001,10.13020/3eks-j059
68688d3b432141149a3b3d7f91704734,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Nc1ccccc1,Solute,,1,-28.78592,0.8368000000000001,10.13020/3eks-j059
041ba18d85824081bd31defe045844e4,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccccn1,Solute,,1,-24.518240000000002,0.8368000000000001,10.13020/3eks-j059
b5434a882acc456e9d8162e2a3acde13,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccncc1,Solute,,1,-25.81528,0.8368000000000001,10.13020/3eks-j059
a503865b09d64290964b2c2380a315d5,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CNc1ccccc1,Solute,,1,-27.78176,0.8368000000000001,10.13020/3eks-j059
0fb494fc2f304e379e5d7af47f0c78e9,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1cccc(C)n1,Solute,,1,-26.73576,0.8368000000000001,10.13020/3eks-j059
02e17d5641704213985e2d53dd1d48c1,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,O=[N+]([O-])c1ccccc1,Solute,,1,-31.7984,0.8368000000000001,10.13020/3eks-j059
046ddd2b787147868d21ae08f4fb8ceb,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,O=Cc1cccc(O)c1,Solute,,1,-38.86936,0.8368000000000001,10.13020/3eks-j059
471e6b8c65934447a2d392d001387c2d,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,O=Cc1ccc(O)cc1,Solute,,1,-40.71032,0.8368000000000001,10.13020/3eks-j059
ffd29dbca0f249d48bad454604460d48,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Oc1ccc(Br)cc1,Solute,,1,-36.86104,0.8368000000000001,10.13020/3eks-j059
de64c8fd58784976aa97f1d5836931df,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,N,Solute,,1,-4.6860800000000005,0.8368000000000001,10.13020/3eks-j059
ef9a3fcbfcfd4d73897ffed574f7dea3,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,O,Solute,,1,-7.1546400000000006,0.8368000000000001,10.13020/3eks-j059
b5fe4cd2b9194c8193add09895d2b628,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,COP(=O)(OC)OC,Solute,,1,-33.55568,0.8368000000000001,10.13020/3eks-j059
d47b5f38d84e452cb2221a8be6def269,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCOP(=O)(OCC)OCC,Solute,,1,-35.898720000000004,0.8368000000000001,10.13020/3eks-j059
31d2497d2d814d53bbba56e50b50fb0d,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCOP(=O)(OCCC)OCCC,Solute,,1,-39.07856,0.8368000000000001,10.13020/3eks-j059
0196a2bd38ca43dbbdab080b996c470c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,C1CCNCC1,Solute,,1,-21.045520000000003,0.8368000000000001,10.13020/3eks-j059
94d20a0a41484bffb1b2ccff758ac292,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CN,Solute,,1,-11.12944,0.8368000000000001,10.13020/3eks-j059
cd9784f4eded45bdbb1370d1f54b8222,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,NN,Solute,,1,-16.819679999999998,0.8368000000000001,10.13020/3eks-j059
0d5df10560804a55bc5cfe2df9f7ffc8,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCCCCCCCO,Solute,,1,-33.723040000000005,0.8368000000000001,10.13020/3eks-j059
85c1db01688347dda5b6697b2f6eb57c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,COC(=O)c1ccccc1,Solute,,1,-26.23368,0.8368000000000001,10.13020/3eks-j059
5614ff0cf97a44bc82e7407cf4716253,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CN(C)C(=O)Nc1ccccc1,Solute,,1,-50.96112,0.8368000000000001,10.13020/3eks-j059
42ce1397a6e14557880ff74c68ddbe47,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,COP(=O)(OC)OC=C(Cl)Cl,Solute,,1,-38.032560000000004,0.8368000000000001,10.13020/3eks-j059
8de4f9bb0ec84746a96a188731fd272f,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,C[S](C)(c1ccc([N+](=O)[O-])cc1)=P([O-])([O-])[O-],Solute,,1,-38.53464,0.8368000000000001,10.13020/3eks-j059
21e4f279db9640e9823f7da837e9d1b4,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,CCS(CC)=P([O-])([O-])c1ccc([N+](=O)[O-])cc1,Solute,,1,-35.898720000000004,0.8368000000000001,10.13020/3eks-j059
11e27e8e50eb4b0197baaa602835c4ec,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,C[N+](=O)[O-],Solute,,1,-18.828,0.8368000000000001,10.13020/3eks-j059
3a97f7cc43494b02bbfc5c93b0c2e809,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1cncc(C)c1,Solute,,1,-31.96576,0.8368000000000001,10.13020/3eks-j059
fe18105f4995494c9bed43449f35b17c,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,NC(=O)c1ccccc1,Solute,,1,-41.54712,0.8368000000000001,10.13020/3eks-j059
2c97241b711c409a9e0cd7e41f6d0b02,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccccc1N,Solute,,1,-30.836080000000003,0.8368000000000001,10.13020/3eks-j059
63ad0956902a49d8b72b22f8e59d708b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1cccc(N)c1,Solute,,1,-31.84024,0.8368000000000001,10.13020/3eks-j059
a6d74ecb423c4a3386e76fbf8fe8f180,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,Cc1ccc(N)cc1,Solute,,1,-31.75656,0.8368000000000001,10.13020/3eks-j059
9187452f89c44459999256816d434a3b,298.0,101.325,Liquid,2,c1ccccc1,Solvent,1.0,,OO,Solute,,1,-19.95768,0.8368000000000001,10.13020/3eks-j059
